  4928  1  3/14/8  3/18/8 code of the lifemaker                5 hogan, james                       
  4487  1  1/09/8  1/15/8 code of the lifemaker                3 hogan, james                       
  3899  1  3/12/8  3/15/8 code of the lifemaker                2 hogan, james                       
  5464  1  1/03/8  1/15/8 code of the lifemaker                1 hogan                              
   479  1  1/30/8  2/05/8 code of the lifemaker                1 hogan, james p.                    
  8715  1  3/08/8  3/13/8 code of the lifemaker                2 hogan, james p.                    
  2338  1  3/08/8  3/11/8 code of the lifemaker                3 hogan, james p.                    
  5507  1  3/16/8  3/18/8 code of the lifemaker                1 hogan, james p.                    
  2368  1  3/08/8  3/11/8 code of the lifemaker                2 hogan, james                       
  5498  1  3/03/8  3/07/8 code of the lifemaker                2 hogan, james                       
  1261  1  3/17/8  3/20/8 code of the lifemaker                2 hogan, james                       
  5982  1  3/13/8  3/14/8 code of the lifemaker                1 hogan, james p.                    
  4754  1  1/06/8  1/15/8 code of the lifemaker                5 hogan, james                       
  9207  1  2/10/8  3/04/8 code of the lifemaker                2 hogan, james p.                    
  5519  1  3/16/8  3/19/8 code of the lifemaker                2 hogan, james                       
  6133  1  3/15/8  3/19/8 computerworld                        1 van vogt, a. e.                    
  1431  1  3/16/8  3/19/8 crucible of time, the                2 brunner, john                      
   977  1  3/15/8  3/16/8 crucible of time, the                2 brunner, john                      
  2157  1  1/12/8  1/22/8 crucible of time, the                3 brunner, john                      
  8815  1  2/20/8  2/26/8 crucible of time, the                4 brunner, john                      
  2559  1  2/17/8  2/26/8 crucible of time, the                5 brunner                            
  8789  1  3/12/8  3/19/8 crucible of time, the                3 brunner, john                      
  3229  1  3/08/8  3/11/8 crucible of time, the                5 brunner, john                      
  6947  1  3/16/8  3/17/8 crucible of time, the                3 brunner, john                      
  9342  1  3/12/8  3/14/8 crucible of time, the                4 brunner, john                      
  5840  1  3/17/8  3/19/8 crucible of time, the                1 brunner, john                      
  3648  1  3/10/8  3/13/8 crucible of time, the                1 brunner, john                      
  3929  1  3/07/8  3/11/8 crucible of time, the                2 brunner, john                      
  7392  1  3/15/8  3/17/8 crucible of time, the                5 brunner, john                      
  7085  1  2/27/8  3/04/8 crucible of time, the                1 brunner, john                      
  5040  1  3/14/8  3/17/8 crucible of time, the                2 brunner, john                      
   379  1  3/14/8  3/19/8 crucible of time, the                4 brunner, john                      
  8347  1  3/16/8  3/23/8 crucible of time, the                2 brunner, john                      
  7439  1  2/03/8  2/12/8 crucible of time, the                1 brunner, john                      
  3656  1  3/14/8  3/17/8 crucible of time, the                5 brunner, john                      
  2640  1  3/17/8  3/19/8 crucible of time, the                5 brunner, john                      
  9445  1  3/03/8  3/07/8 crucible of time, the                2 brunner, john                      
  1040  1  3/09/8  3/13/8 crucible of time, the                5 brunner, john                      
  9065  1  3/17/8  3/19/8 crucible of time,he                  5 brunner, john                      
  2300  1  3/15/8  3/16/8 cugel's saga                         3 vance, jack                        
  6792  1  3/15/8  3/16/8 cugel's saga                         3 vance, jack                        
  4855  1  3/12/8  3/14/8 cugel's saga                         5 vance                              
   220  1  3/16/8  3/20/8 cugel's saga                         2 vance, jack                        
  4677  1  3/14/8  3/15/8 cugel's saga                         1 vance, jack                        
  2281  1  2/16/8  2/19/8 cugel's saga                         5 vance, jack                        
  8854  1  3/16/8  3/19/8 damiano                              4 macavoy, r. a.                     
  6623  1  2/24/8  3/04/8 damiano                              2 macavoy, r. a.                     
  8149  1  3/17/8  3/19/8 damiano                              3 macavoy, r. a.                     
  9891  1  3/10/8  3/12/8 damiano                              4 macavoy, r. a.                     
  1737  1  3/12/8  3/16/8 damiano                              4 macavoy, r. a.                     
  3743  1  3/01/8  3/07/8 damiano                              5 macavoy, r. a.                     
  2139  1  3/15/8  3/16/8 damiano                              1 macavoy, r. a.                     
  9601  1  3/08/8  3/13/8 damiano                              3 macavoy, r. a.                     
  9830  1  2/16/8  2/19/8 damiano                              4 macavoy, r. a.                     
  8814  1  3/14/8  3/18/8 damiano                              2 macavoy, r. a.                     
  9497  1  3/12/8  3/13/8 damiano                              4 macavoy, r. a.                     
  3833  1  3/13/8  3/14/8 damiano                              2 macavoy, r. a.                     
  1892  1  3/15/8  3/17/8 dance of the hag                     1 leigh, stephen                     
  5839  1  3/14/8  3/19/8 dance of the hag                     2 leigh                              
  9753  1  3/16/8  3/19/8 darkchild                            3 van scyoc, sydney j.               
  3376  1  3/16/8  3/19/8 darkchild                            3 van scyoc, sydney                  
  4603  1  3/12/8  3/15/8 daughter of witches                  5 wrede, patricia c.                 
  5662  1  3/17/8  3/19/8 daughter of witches                  3 wrede, patricia                    
  8096  1  1/20/8  1/29/8 daughter of witches                  3 wrede, patricia                    
  5498  1  3/03/8  3/07/8 dead zone, the                       4 king, stephen                      
  4949  1  3/02/8  3/07/8 disappearing dwarf, the              2 blaylock, james p.                 
  8572  1  3/02/8  3/07/8 disappearing dwarf, the              2 blaylock, james p.                 
   977  1  3/15/8  3/16/8 dragon on a pedestal                 5 anthony, piers                     
  8067  1  2/06/8  2/12/8 dragon on a pedestal                 4 anthony, piers                     
  3618  1  3/17/8  3/20/8 dragon on a pedestal                 3 anthony, piers                     
   864  1  3/17/8  3/20/8 dragon on a pedestal                 4 anthony, piers                     
  3488  1  2/14/8  2/19/8 dragon on a pedestal                 2 anthony, piers                     
  6376  1  3/14/8  3/19/8 dragon on a pedestal                 5 anthony, piers                     
  7102  1  3/13/8  3/14/8 dragon on a pedestal                 4 anthony, piers                     
  5498  1  3/03/8  3/07/8 dragon on a pedestal                 1 anthony, piers                     
  9229  1  2/14/8  2/19/8 dragon on a pedestal                 4 anthony, piers                     
  8723  1  3/16/8  3/18/8 dragon on a pedestal                 2 anthony, piers                     
  2346  1  3/13/8  3/14/8 dragon on a pedestal                 2 anthony, piers                     
  2199  1  1/25/8  1/29/8 dragon on a pedestal                 4 anthony, piers                     
  4581  1  3/06/8  3/11/8 dragon on a pedestal                 2 anthony, piers                     
   323  1  1/17/8  1/22/8 dragon rises, the                    2 martine-barnes, adrienne           
  4655  1  2/15/8  2/19/8 dragon rises, the                    3 martine-barnes, a                  
  3022  1  3/16/8  3/20/8 dragon waiting, the                  2 ford, john m.                      
  3744  1  3/16/8  3/20/8 dragon waiting, the                  3 ford, john m.                      
  4604  1  3/12/8  3/14/8 dragon waiting, the                  2 ford, john m.                      
